objid,RA,DEC,Z,nQ,PROB
G09_Y2_040_381,140.76058,1.36345,0.2278,3.0,0.9779999852180481
G09_Y2_041_070,129.81329,0.26556,0.40713,3.0,0.9229999780654907
G09_Y2_041_281,129.16192,1.88828,1.3E-4,3.0,0.9449999928474426
G09_Y2_042_188,139.87667,2.47438,0.44188,3.0,0.9570000171661377
G09_Y3_001_004,133.89125,0.93468,0.40162,3.0,0.9760000109672546
G09_Y3_001_213,132.66967,1.04665,0.2075,3.0,0.9520000219345093
G09_Y3_002_099,135.60267,1.53359,0.14801,3.0,0.9589999914169312
G09_Y3_002_102,135.59842,1.59323,7.5E-4,3.0,0.9620000123977661
G09_Y3_002_138,135.24921,1.89325,0.09784,3.0,0.9269999861717224
G09_Y3_005_243,131.38675,-0.24739,0.34731,3.0,0.9290000200271606
G09_Y3_006_048,130.31925,2.00412,0.38877,3.0,0.0
G09_Y3_006_085,129.94771,2.07628,3.4E-4,3.0,0.9520000219345093
G09_Y3_006_385,130.41063,2.64563,0.40641,3.0,0.9079999923706055
G09_Y3_008_156,133.88433,0.49657,0.43847,3.0,0.9290000200271606
G09_Y3_009_186,129.02667,-0.62692,0.17462,3.0,0.9309999942779541
G09_Y3_010_332,138.8985,-0.01,0.16645,3.0,0.972000002861023
G09_Y3_010_396,139.43671,-0.55631,0.01646,3.0,0.9449999928474426
G09_Y3_011_061,136.01517,-0.89107,0.33759,3.0,0.9309999942779541
G09_Y3_012_293,136.4195,1.50493,0.45412,3.0,0.9290000200271606
G09_Y3_012_378,137.40879,1.14135,0.38242,3.0,0.9710000157356262
G09_Y3_013_068,133.80404,-0.86232,0.4045,3.0,0.9700000286102295
G09_Y3_014_047,140.83363,0.24233,0.49555,3.0,0.9399999976158142
G09_Y3_014_079,140.17862,0.67981,0.32957,3.0,0.9729999899864197
G09_Y3_014_228,139.48504,1.16301,0.17571,3.0,0.9340000152587891
G09_Y3_014_259,139.75125,1.375,0.42205,3.0,0.9160000085830688
G09_Y3_014_381,140.78954,1.12047,0.50197,3.0,0.9559999704360962
G09_Y3_015_120,130.7275,0.3653,0.40702,3.0,0.9760000109672546
G09_Y3_015_229,130.57079,1.15496,0.76227,3.0,0.9380000233650208
G09_Y3_015_281,130.64675,1.7739,1.12813,3.0,0.0
G09_Y3_015_363,131.64529,1.49684,0.07011,3.0,0.9570000171661377
G09_Y3_016_398,138.28221,2.44868,0.14273,3.0,0.9459999799728394
G09_Y3_017_021,134.57879,1.29281,0.09976,3.0,0.9679999947547913
G09_Y3_019_351,138.81663,0.78906,0.27207,3.0,0.9549999833106995
G09_Y3_020_205,134.443,-0.40898,0.316,3.0,0.9660000205039978
G09_Y3_020_339,135.24187,0.22541,0.48594,3.0,0.9670000076293945
G09_Y3_021_103,140.07912,2.18172,0.09001,3.0,0.925000011920929
G09_Y3_021_376,140.50983,2.64444,0.31055,3.0,0.9409999847412109
G09_Y3_022_133,132.42525,-0.54483,0.34847,3.0,0.9150000214576721
G09_Y3_022_293,132.58696,0.88246,0.20327,3.0,0.9760000109672546
G09_Y3_024_095,131.93892,1.63619,0.32335,3.0,0.9409999847412109
G09_Y3_024_135,131.51096,1.67661,0.42731,3.0,0.9629999995231628
G09_Y3_025_381,136.75362,2.30079,0.50451,3.0,0.9739999771118164
G09_Y3_026_144,129.35921,0.95064,0.13957,3.0,0.9750000238418579
G09_Y3_026_197,129.30746,1.40869,0.38264,3.0,0.9760000109672546
G09_Y3_026_242,129.02613,1.69399,0.36492,3.0,0.972000002861023
G09_Y3_026_333,129.603,1.46719,0.35733,3.0,0.9089999794960022
G09_Y3_027_083,130.84463,-0.68891,0.44127,3.0,0.9800000190734863
G09_Y3_027_199,130.16587,-0.58888,0.3857,3.0,0.9700000286102295
G09_Y3_100_254,134.06425,2.79311,0.50743,3.0,0.9210000038146973
G09_Y4_201_018,136.85837,-1.73288,2.10181,3.0,0.0
G09_Y4_202_237,138.50833,-0.96898,0.34536,3.0,0.9739999771118164
G09_Y4_202_373,139.74904,-1.30614,0.223,3.0,0.9800000190734863
G09_Y4_202_390,139.91454,-1.41511,0.0259,3.0,0.9739999771118164
G09_Y4_203_160,129.88029,-1.64343,0.01717,3.0,0.9359999895095825
G09_Y4_203_181,129.21875,-1.71634,2.9E-4,3.0,0.9760000109672546
G09_Y4_204_092,132.58212,-1.51126,0.38816,3.0,0.9480000138282776
G09_Y4_206_034,138.20904,-1.93659,4.9E-4,3.0,0.9419999718666077
G09_Y4_206_152,137.07612,-1.88371,0.16287,3.0,0.9760000109672546
G09_Y4_206_156,137.12058,-1.80555,0.01208,3.0,0.9309999942779541
G09_Y4_208_344,140.01479,-1.21574,0.09604,3.0,0.9649999737739563
G09_Y4_210_009,136.89046,-1.61863,0.33013,3.0,0.972000002861023
G09_Y4_210_039,136.68487,-1.92953,0.17298,3.0,0.9649999737739563
G09_Y4_210_047,136.60867,-1.96937,0.34814,3.0,0.968999981880188
G09_Y4_210_159,135.42875,-1.99304,0.27731,3.0,0.9559999704360962
G09_Y4_210_249,135.74875,-1.15664,0.49364,3.0,0.9570000171661377
G09_Y4_210_263,135.94121,-1.2638,0.17241,3.0,0.9729999899864197
G09_Y4_210_273,135.69817,-0.62659,0.40668,3.0,0.9020000100135803
G09_Y4_210_376,136.97479,-1.16521,0.17164,3.0,0.9679999947547913
G09_Y4_210_394,136.35471,-1.479,0.06984,3.0,0.9459999799728394
G09_Y4_210_396,137.02058,-1.45539,0.13129,3.0,0.9559999704360962
G09_Y4_211_014,130.80121,-1.71626,0.36473,3.0,0.9269999861717224
G09_Y4_211_361,130.14867,-1.31878,0.01417,3.0,0.9739999771118164
G09_Y4_212_112,137.89788,-1.9342,0.01713,3.0,0.9580000042915344
G09_Y4_212_196,137.28754,-1.53411,2.23801,3.0,0.0
G09_Y4_212_294,137.95092,-0.95838,0.37624,3.0,0.949999988079071
G09_Y4_214_254,130.94546,-1.0692,0.44309,3.0,0.972000002861023
G09_Y4_214_324,131.50296,-1.00757,0.12578,3.0,0.9629999995231628
G09_Y4_215_043,140.51296,-1.79629,0.47618,3.0,0.972000002861023
G09_Y4_215_046,140.42683,-1.62765,0.28333,3.0,0.9710000157356262
G09_Y4_215_278,139.99242,-1.15796,0.42306,3.0,0.9629999995231628
G09_Y4_215_309,140.152,-1.27846,0.15314,3.0,0.9470000267028809
G09_Y4_216_178,134.23167,-1.66922,1.09251,3.0,0.0
G09_Y4_216_346,135.15492,-1.00245,0.19095,3.0,0.9589999914169312
G09_Y4_216_396,135.5575,-1.45907,0.44855,3.0,0.9670000076293945
G09_Y4_217_003,130.05992,-1.532,0.27599,3.0,0.9089999794960022
G09_Y4_217_029,130.19883,-1.85426,0.34543,3.0,0.8999999761581421
G09_Y4_217_061,129.58354,-1.45239,3.4E-4,3.0,0.9390000104904175
G09_Y4_217_064,129.65421,-1.60941,0.48442,3.0,0.9259999990463257
G09_Y4_217_071,129.61312,-1.78695,0.18793,3.0,0.9649999737739563
G09_Y4_217_133,129.32533,-1.74687,0.02383,3.0,0.9610000252723694
G09_Y4_217_165,129.03463,-1.77676,2.7E-4,3.0,0.9390000104904175
G09_Y4_217_202,129.45325,-1.47998,0.15386,3.0,0.9549999833106995
G09_Y4_217_271,129.07625,-0.62043,0.24436,3.0,0.9779999852180481
G09_Y4_217_292,129.39721,-0.53741,0.17599,3.0,0.9150000214576721
G09_Y4_217_309,129.627,-0.66883,0.4182,3.0,0.953000009059906
G09_Y4_217_339,129.96687,-0.86631,1.2E-4,3.0,0.9739999771118164
G09_Y4_217_358,130.07888,-1.06646,0.05203,3.0,0.9670000076293945
G09_Y4_218_274,136.27788,-1.39425,0.4013,3.0,0.9179999828338623
G09_Y4_219_128,132.66683,-1.76251,0.02229,3.0,0.9470000267028809
G09_Y4_219_154,132.31821,-1.99437,0.22772,3.0,0.9649999737739563
G09_Y4_220_141,139.64587,-1.90181,0.17401,3.0,0.9089999794960022
G09_Y4_220_168,139.30433,-1.8678,0.13062,3.0,0.9509999752044678
G09_Y4_221_137,137.72554,-1.63973,0.29305,3.0,0.9449999928474426
G09_Y4_221_368,138.72504,-1.11584,0.14406,3.0,0.949999988079071
G09_Y4_222_252,129.46675,-1.02271,0.37762,3.0,0.9430000185966492
G09_Y4_225_160,131.18896,-1.71708,0.21816,3.0,0.9559999704360962
G09_Y4_225_165,131.12625,-1.73846,0.22065,3.0,0.9729999899864197
G09_Y4_226_013,136.64988,-1.59199,0.3277,3.0,0.9620000123977661
G09_Y4_226_079,136.17033,-1.56495,0.35025,3.0,0.949999988079071
G09_Y4_226_135,135.79504,-1.67956,2.56338,3.0,0.0
G09_Y4_226_338,136.34096,-1.22929,5.8E-4,3.0,0.9290000200271606
G09_Y4_226_369,136.919,-1.08426,0.07192,3.0,0.9470000267028809
G09_Y4_227_131,132.65779,-1.63793,0.13651,3.0,0.9620000123977661
G09_Y4_227_149,132.33358,-1.96294,0.15498,3.0,0.9739999771118164
G09_Y4_227_167,132.3785,-1.71099,0.2276,3.0,0.9670000076293945
G09_Y4_227_358,133.42908,-1.09896,0.34125,3.0,0.9700000286102295
G09_Y4_227_364,133.62575,-1.05629,0.3349,3.0,0.9160000085830688
G09_Y4_227_380,133.60563,-1.27768,0.35512,3.0,0.9629999995231628
G09_Y4_227_383,133.48779,-1.35246,0.33437,3.0,0.9210000038146973
G09_Y4_227_388,133.69396,-1.36029,0.35562,3.0,0.9760000109672546
G09_Y4_228_133,137.99954,-1.95143,0.01712,3.0,0.953000009059906
G09_Y4_228_139,137.89292,-1.83879,0.15459,3.0,0.972000002861023
G09_Y4_228_166,138.19796,-1.35699,0.38762,3.0,0.0
G09_Y4_228_178,137.85983,-1.55943,0.1549,3.0,0.9290000200271606
G09_Y4_228_184,137.39525,-1.71505,0.26592,3.0,0.9769999980926514
G09_Y4_228_397,139.16946,-1.46849,0.23171,3.0,0.9750000238418579
G09_Y4_229_056,138.87058,-1.94103,0.18358,3.0,0.9399999976158142
G09_Y4_229_154,138.10858,-1.82236,0.06915,3.0,0.9589999914169312
G09_Y4_229_309,138.65192,-0.53951,0.40447,3.0,0.972000002861023
G09_Y4_230_391,135.41133,-1.35492,0.29411,3.0,0.8999999761581421
G09_Y4_231_272,137.39133,-1.04722,0.38653,3.0,0.9089999794960022
G09_Y4_231_382,138.52492,-1.25423,0.41682,3.0,0.9100000262260437
G09_Y4_232_118,140.25846,-1.89023,0.18711,3.0,0.9539999961853027
G09_Y4_232_164,139.59321,-1.95989,0.29541,3.0,0.9629999995231628
G09_Y4_232_165,139.87379,-1.73263,0.38963,3.0,0.9190000295639038
G09_Y4_233_285,129.82513,-1.1523,3.7E-4,3.0,0.9549999833106995
G09_Y4_235_082,131.55529,0.08137,0.32726,3.0,0.9179999828338623
G09_Y4_235_135,130.775,0.16119,0.14214,3.0,0.953000009059906
G09_Y4_235_291,131.23142,1.51289,0.26614,3.0,0.9010000228881836
G09_Y4_236_202,130.94546,-1.51073,0.58031,3.0,0.0
G09_Y4_237_090,137.37963,0.659,0.26129,3.0,0.9739999771118164
G09_Y4_237_163,136.45958,0.66337,0.35402,3.0,0.9150000214576721
G09_Y4_238_070,138.44883,-0.80262,0.40796,3.0,0.9520000219345093
G09_Y4_238_395,139.16929,-0.23154,0.4151,3.0,0.9480000138282776
G09_Y4_239_077,133.21933,-1.61439,0.3429,3.0,0.9769999980926514
G09_Y4_239_104,133.04487,-1.4302,0.46148,3.0,0.9010000228881836
G09_Y4_239_278,132.87275,-1.09928,0.47606,3.0,0.9750000238418579
G09_Y4_239_390,133.70867,-1.36311,0.35329,3.0,0.9769999980926514
G09_Y4_240_010,130.77846,-1.75893,0.27282,3.0,0.9789999723434448
G09_Y4_240_238,129.77521,-1.49709,0.41585,3.0,0.9779999852180481
G09_Y4_240_390,130.66583,-1.50732,0.21131,3.0,0.949999988079071
G09_Y4_241_271,132.51754,1.90594,0.37431,3.0,0.9679999947547913
G09_Y4_241_384,133.4795,1.23956,0.51492,3.0,0.9509999752044678
G09_Y4_242_079,139.53617,1.87028,0.24644,3.0,0.906000018119812
G09_Y4_243_053,131.52388,-0.44617,0.46094,3.0,0.9599999785423279
G09_Y4_243_118,131.16217,-1.08319,0.18763,3.0,0.9670000076293945
G09_Y4_243_148,131.1335,-0.41474,0.24343,3.0,0.9779999852180481
G09_Y4_243_219,130.8015,-0.10957,0.42176,3.0,0.972000002861023
G09_Y4_243_335,131.91204,0.51356,0.2771,3.0,0.902999997138977
G09_Y4_244_065,131.12358,1.45344,0.42876,3.0,0.9639999866485596
G09_Y4_244_180,129.93467,1.72649,0.37842,3.0,0.972000002861023
G09_Y4_245_232,135.62996,-1.24895,0.55945,3.0,0.9240000247955322
G09_Y4_246_007,132.44258,-1.52642,0.31276,3.0,0.9150000214576721
G09_Y4_246_109,131.49008,-1.99758,1.3E-4,3.0,0.9649999737739563
G09_Y4_246_136,131.18796,-1.98961,0.04924,3.0,0.9760000109672546
G09_Y4_246_372,132.34792,-1.07317,0.17276,3.0,0.9739999771118164
G09_Y4_246_390,131.97263,-1.36491,0.40505,3.0,0.9710000157356262
G09_Y4_248_222,138.8065,-1.3873,0.05577,3.0,0.9070000052452087
G09_Y4_248_249,139.15129,-1.44994,0.13554,3.0,0.9160000085830688
G09_Y4_249_005,140.23888,0.48855,0.41463,3.0,0.9290000200271606
G09_Y4_249_071,139.99987,0.51913,0.35284,3.0,0.9700000286102295
G09_Y4_249_295,139.85246,0.81033,3.6E-4,3.0,0.9440000057220459
G09_Y4_249_307,139.99167,1.20339,0.39384,3.0,0.9269999861717224
G09_Y4_249_354,140.56467,1.06517,0.30925,3.0,0.9750000238418579
G09_Y4_249_397,140.82675,0.53054,0.55182,3.0,0.953000009059906
G09_Y4_250_135,134.57471,0.3377,0.05406,3.0,0.9610000252723694
G09_Y4_252_010,130.23096,0.30779,0.38719,3.0,0.9710000157356262
G09_Y4_252_019,130.45067,0.15698,2.3E-4,3.0,0.9679999947547913
G09_Y4_256_176,140.01229,-1.72811,0.10415,3.0,0.9670000076293945
G09_Y4_256_247,140.26479,-1.28581,0.02555,3.0,0.9120000004768372
G09_Y4_257_021,129.80708,2.36408,0.43174,3.0,0.9129999876022339
G09_Y4_257_215,129.04067,2.44504,3.6E-4,3.0,0.9710000157356262
G09_Y4_262_029,133.74508,0.54621,0.24951,3.0,0.9549999833106995
G09_Y4_262_149,132.50983,0.59485,0.17963,3.0,0.9729999899864197
G09_Y4_262_366,133.43692,1.32303,0.32431,3.0,0.968999981880188
G09_Y4_263_071,136.40204,0.56282,0.38788,3.0,0.9800000190734863
G09_Y4_265_018,140.22779,2.1485,0.30882,3.0,0.9150000214576721
G09_Y4_265_031,139.94867,2.13388,0.26201,3.0,0.9729999899864197
G09_Y4_265_070,139.81958,1.75131,0.45029,3.0,0.9679999947547913
G09_Y4_265_080,139.52758,2.31914,0.27996,3.0,0.8999999761581421
G09_Y4_265_156,139.14833,2.07157,0.13876,3.0,0.949999988079071
G09_Y4_265_180,139.13725,2.25282,0.27196,3.0,0.9340000152587891
G09_Y4_265_198,138.72154,2.33588,1.7E-4,3.0,0.9729999899864197
G09_Y4_265_218,138.99892,2.51429,0.29845,3.0,0.9300000071525574
G09_Y4_265_249,139.22025,2.52597,0.31695,3.0,0.9750000238418579
G09_Y4_265_352,140.04554,2.83097,0.26908,3.0,0.9760000109672546
G09_Y4_266_361,140.88921,0.8009,0.31241,3.0,0.9399999976158142
G09_Y4_268_059,138.44646,-0.40512,0.29103,3.0,0.9509999752044678
G09_Y4_268_084,138.09229,-0.13161,0.16677,3.0,0.9589999914169312
G09_Y4_268_304,137.86617,0.24458,0.37316,3.0,0.9409999847412109
G09_Y4_269_363,138.43083,0.46007,0.16715,3.0,0.9559999704360962
G09_Y4_269_375,138.7865,0.50508,0.17294,3.0,0.9240000247955322
G09_Y5_001_127,129.64583,-1.89019,0.13423,3.0,0.968999981880188
G09_Y5_001_170,129.05383,-1.98694,0.03256,3.0,0.953000009059906
G09_Y5_001_328,130.09833,-1.18128,1.2E-4,3.0,0.9660000205039978
G09_Y5_001_336,130.25913,-1.04907,0.40495,3.0,0.9789999723434448
G09_Y5_001_337,130.37479,-0.89861,0.43858,3.0,0.9789999723434448
G09_Y5_001_353,130.40738,-1.14601,0.16983,3.0,0.9549999833106995
G09_Y5_002_023,137.67275,2.25664,0.3707,3.0,0.9390000104904175
G09_Y5_003_009,131.53612,0.05829,0.17974,3.0,0.9010000228881836
G09_Y5_003_035,131.11558,-0.1251,0.36642,3.0,0.9100000262260437
G09_Y5_003_108,130.52354,-0.22879,0.42739,3.0,0.9800000190734863
G09_Y5_003_174,129.85158,-0.1153,0.21462,3.0,0.9760000109672546
G09_Y5_003_272,130.37221,0.60023,0.29401,3.0,0.9789999723434448
G09_Y5_003_317,130.80742,0.92974,0.42774,3.0,0.9729999899864197
G09_Y5_003_374,130.86317,0.32336,0.42157,3.0,0.9760000109672546
G09_Y5_004_205,133.92221,0.56309,0.31808,3.0,0.9729999899864197
G09_Y5_004_230,133.92892,0.85777,0.09019,3.0,0.9570000171661377
G09_Y5_004_252,134.21825,1.06686,0.3298,3.0,0.9449999928474426
G09_Y5_004_380,135.53825,0.80382,1.6E-4,3.0,0.968999981880188
G09_Y5_005_092,132.98921,-1.54506,0.31326,3.0,0.9779999852180481
G09_Y5_005_107,132.93271,-1.47094,0.51264,3.0,0.9760000109672546
G09_Y5_005_185,132.37221,-1.40496,0.10279,3.0,0.9760000109672546
G09_Y5_005_269,132.60392,-0.92459,0.37319,3.0,0.9660000205039978
G09_Y5_005_273,132.49679,-0.56656,0.38848,3.0,0.9710000157356262
G09_Y5_005_298,132.87646,-0.45409,0.20044,3.0,0.9789999723434448
G09_Y5_005_301,132.9145,-0.42298,0.20032,3.0,0.9789999723434448
G09_Y5_005_307,133.01679,-0.48198,0.55508,3.0,0.9330000281333923
G09_Y5_005_344,133.53554,-0.71085,0.17839,3.0,0.9599999785423279
G09_Y5_005_378,133.70129,-1.16248,0.31192,3.0,0.9269999861717224
G09_Y5_006_059,136.94158,-0.33483,0.36246,3.0,0.9679999947547913
G09_Y5_007_069,139.26088,-1.10277,0.14491,3.0,0.9670000076293945
G09_Y5_007_074,139.22908,-1.1168,0.17442,3.0,0.921999990940094
G09_Y5_007_107,139.02696,-1.38936,0.23285,3.0,0.9070000052452087
G09_Y5_007_132,138.75663,-1.30207,0.49245,3.0,0.9710000157356262
G09_Y5_007_318,139.34829,0.02335,0.36587,3.0,0.8999999761581421
G09_Y5_007_369,139.3045,-0.70135,0.44518,3.0,0.9670000076293945
G09_Y5_007_376,139.62338,-0.60009,0.37529,3.0,0.9539999961853027
G09_Y5_010_071,137.91862,1.61458,0.33686,3.0,0.906000018119812
G09_Y5_010_108,137.7555,1.44905,0.20254,3.0,0.9359999895095825
G09_Y5_011_111,131.0335,1.9737,4.2E-4,3.0,0.9750000238418579
G09_Y5_011_255,131.00446,2.33523,0.54088,3.0,0.9430000185966492
G09_Y5_011_270,130.86792,2.88733,0.42513,3.0,0.9570000171661377
G09_Y5_011_291,131.12954,2.41917,0.45039,3.0,0.968999981880188
G09_Y5_012_093,132.95042,1.62733,0.40203,3.0,0.9319999814033508
G09_Y5_012_094,132.9505,1.5056,0.39771,3.0,0.9169999957084656
G09_Y5_012_111,132.89608,1.63253,0.60705,3.0,0.9100000262260437
G09_Y5_012_133,132.64312,1.7583,0.46513,3.0,0.9649999737739563
G09_Y5_012_134,132.52808,1.50584,0.46668,3.0,0.9269999861717224
G09_Y5_012_155,132.376,1.72273,0.32436,3.0,0.9769999980926514
G09_Y5_012_345,133.51308,2.7129,0.10187,3.0,0.9559999704360962
G09_Y5_012_347,133.567,2.7354,0.19622,3.0,0.9660000205039978
G09_Y5_013_070,136.31763,-1.78563,0.25649,3.0,0.9089999794960022
G09_Y5_014_080,133.16204,-0.04617,0.37643,3.0,0.9369999766349792
G09_Y5_014_130,132.74554,0.05903,0.38595,3.0,0.9480000138282776
G09_Y5_014_148,132.4555,-0.0916,0.31421,3.0,0.9760000109672546
G09_Y5_014_260,132.37396,1.0956,0.48721,3.0,0.9649999737739563
G09_Y5_014_271,132.76367,0.83709,0.56783,3.0,0.9589999914169312
G09_Y5_014_287,132.85896,0.81807,0.01094,3.0,0.9380000233650208
G09_Y5_014_290,132.79692,1.13463,0.51748,3.0,0.9470000267028809
G09_Y5_014_293,132.81992,1.27464,0.66468,3.0,0.9179999828338623
G09_Y5_015_012,130.25654,0.81621,0.20852,3.0,0.9679999947547913
G09_Y5_015_076,129.85813,0.53672,0.60155,3.0,0.9049999713897705
G09_Y5_015_132,129.53637,0.5199,0.15183,3.0,0.9020000100135803
G09_Y5_015_225,129.32933,1.08551,0.35689,3.0,0.949999988079071
G09_Y5_015_234,129.01042,1.43743,0.33202,3.0,0.9399999976158142
G09_Y5_015_333,130.10421,1.5304,0.27629,3.0,0.9129999876022339
G09_Y5_015_388,130.19417,1.04646,0.60875,3.0,0.9670000076293945
G09_Y5_017_060,140.52537,0.60831,0.43833,3.0,0.9660000205039978
G09_Y5_017_096,140.15733,0.48276,0.47733,3.0,0.9279999732971191
G09_Y5_017_152,139.50583,0.6307,0.05682,3.0,0.9340000152587891
G09_Y5_017_293,139.99358,1.23434,0.54749,3.0,0.9539999961853027
G09_Y5_017_298,140.1365,1.39567,0.3523,3.0,0.9559999704360962
G09_Y5_017_330,140.53967,2.03881,0.08501,3.0,0.9120000004768372
G09_Y5_017_337,140.50033,1.77976,0.28217,3.0,0.9789999723434448
G09_Y5_017_356,140.46138,1.41766,0.30896,3.0,0.9779999852180481
G09_Y5_018_048,131.59033,-1.39225,0.17206,3.0,0.9769999980926514
G09_Y5_018_260,130.87742,-0.54492,0.24964,3.0,0.9079999923706055
G09_Y5_018_288,131.13438,-0.59513,0.41018,3.0,0.9300000071525574
G09_Y5_018_369,132.06158,-0.82708,0.52708,3.0,0.9470000267028809
G09_Y5_020_068,135.46504,-0.20113,0.32534,3.0,0.9480000138282776
G09_Y5_020_145,134.84658,-0.14879,0.62913,3.0,0.9419999718666077
G09_Y5_020_166,134.93608,0.06383,0.36676,3.0,0.9639999866485596
G09_Y5_020_172,134.97592,0.00972,0.26476,3.0,0.9480000138282776
G09_Y5_020_179,134.65921,0.0999,0.48768,3.0,0.9789999723434448
G09_Y5_020_212,134.6705,0.22898,0.31929,3.0,0.9750000238418579
G09_Y5_020_282,134.96687,1.07385,0.46556,3.0,0.949999988079071
G09_Y5_020_304,135.26479,0.97008,0.52042,3.0,0.9169999957084656
G09_Y5_020_385,135.60962,0.30815,0.40012,3.0,0.9670000076293945
G09_Y5_020_390,135.87108,0.29221,0.74464,3.0,0.9210000038146973
G09_Y5_022_078,136.49662,0.9678,0.35706,3.0,0.9430000185966492
G09_Y5_022_129,136.17413,1.39473,0.1103,3.0,0.9309999942779541
G09_Y5_022_135,135.84829,0.77308,0.34731,3.0,0.9409999847412109
G09_Y5_022_364,136.33142,1.5475,0.29549,3.0,0.953000009059906
G09_Y5_030_051,134.33808,1.07229,0.38798,3.0,0.9049999713897705
G09_Y5_030_066,134.62317,0.64812,0.35471,3.0,0.9760000109672546
G09_Y5_030_384,134.47742,1.48668,0.51033,3.0,0.9390000104904175
G09_Y5_031_065,138.89833,1.77692,0.51087,3.0,0.9279999732971191
G09_Y5_031_169,138.1315,1.95161,0.34871,3.0,0.949999988079071
G09_Y5_031_374,139.34283,2.55493,0.35791,3.0,0.9750000238418579
G09_Y5_032_023,138.89771,-0.03928,0.19988,3.0,0.9070000052452087
G09_Y5_032_045,138.53996,-0.17149,0.46632,3.0,0.9710000157356262
G09_Y5_032_055,138.49654,-0.28823,0.44974,3.0,0.9599999785423279
G09_Y5_032_165,137.31158,-0.11192,0.42542,3.0,0.902999997138977
G09_Y5_032_329,138.17542,0.66693,0.13474,3.0,0.9520000219345093
G09_Y5_033_001,140.77592,-0.58254,0.35238,3.0,0.9110000133514404
G09_Y5_033_188,140.53829,-0.51844,0.32045,3.0,0.9200000166893005
G09_Y5_033_219,139.77212,-0.43782,0.1387,3.0,0.9779999852180481
G09_Y5_034_005,136.17642,2.41959,0.52454,3.0,0.9509999752044678
G09_Y5_034_009,136.24446,2.28536,0.47924,3.0,0.9570000171661377
G09_Y5_034_040,136.10504,2.20401,0.44613,3.0,0.9179999828338623
G09_Y5_034_399,136.88763,2.41157,0.46464,3.0,0.9409999847412109
G09_Y5_035_025,135.14771,-0.33088,0.41063,3.0,0.9210000038146973
G09_Y5_035_066,134.70625,-0.68481,0.40407,3.0,0.902999997138977
G09_Y5_035_329,134.605,0.28947,0.46697,3.0,0.9750000238418579
G09_Y5_035_342,134.944,0.56672,0.72059,3.0,0.9390000104904175
G09_Y5_035_355,135.05204,0.40095,0.48763,3.0,0.9800000190734863
G09_Y5_040_005,139.58179,-1.58539,0.05521,3.0,0.902999997138977
G09_Y5_040_015,139.34921,-1.60674,0.29698,3.0,0.9580000042915344
G09_Y5_040_031,139.11854,-1.48978,0.54404,3.0,0.9649999737739563
G09_Y5_040_082,139.06071,-1.7406,0.22068,3.0,0.9290000200271606
G09_Y5_040_159,138.62762,-1.64358,0.57953,3.0,0.9229999780654907
G09_Y5_040_207,138.46517,-1.51434,0.45536,3.0,0.9409999847412109
G09_Y5_040_220,138.61638,-1.45911,0.2628,3.0,0.9639999866485596
G09_Y5_040_227,138.46262,-1.3733,0.07763,3.0,0.9710000157356262
G09_Y5_040_233,138.43496,-1.23598,0.46476,3.0,0.9409999847412109
G09_Y5_040_237,138.08179,-1.04578,0.40971,3.0,0.9309999942779541
G09_Y5_040_241,138.20775,-1.01242,0.47824,3.0,0.9750000238418579
G09_Y5_040_248,138.27337,-1.04847,0.42727,3.0,0.9679999947547913
G09_Y5_040_278,138.59275,-0.95985,0.36938,3.0,0.902999997138977
G09_Y5_040_288,138.75829,-0.8499,0.29775,3.0,0.9800000190734863
G09_Y5_040_306,138.98733,-1.03192,0.40545,3.0,0.9419999718666077
G09_Y5_040_314,139.05854,-0.93562,0.38526,3.0,0.9160000085830688
G09_Y5_040_321,139.22017,-0.68097,0.46178,3.0,0.9399999976158142
G09_Y5_040_372,139.44996,-1.40895,0.53312,3.0,0.9269999861717224
G09_Y5_040_378,139.23633,-1.54389,0.4347,3.0,0.9629999995231628
G09_Y5_040_393,139.76275,-1.52015,0.26384,3.0,0.9490000009536743
G09_Y5_041_003,140.52025,2.45984,0.3444,3.0,0.9639999866485596
G09_Y5_041_038,140.89283,2.06259,0.23,3.0,0.9259999990463257
G09_Y5_041_062,140.51313,2.01169,0.09107,3.0,0.9750000238418579
G09_Y5_041_227,139.73942,2.67319,0.63403,3.0,0.949999988079071
G09_Y5_041_296,140.28825,2.89219,0.35042,3.0,0.9750000238418579
G09_Y5_041_308,140.30992,2.88681,0.40001,3.0,0.9559999704360962
G09_Y5_041_357,140.34238,2.44948,0.31112,3.0,0.9380000233650208
G09_Y5_050_123,132.10183,0.36144,0.57314,3.0,0.925000011920929
G09_Y5_050_129,132.00458,0.38907,0.34862,3.0,0.9120000004768372
G09_Y5_050_194,131.49858,1.03299,0.35903,3.0,0.9350000023841858
G09_Y5_050_196,131.55812,1.0429,0.48597,3.0,0.9589999914169312
G09_Y5_050_229,131.68679,1.44916,0.43602,3.0,0.9480000138282776
G09_Y5_050_304,132.45033,1.63559,0.498,3.0,0.9039999842643738
G09_Y5_050_308,132.48408,1.69997,0.4018,3.0,0.9769999980926514
G09_Y5_050_340,132.88808,1.82712,0.36048,3.0,0.9409999847412109
G09_Y5_050_362,132.94183,1.46209,0.26481,3.0,0.9599999785423279
G09_Y5_051_035,130.069,-1.35058,0.40203,3.0,0.9340000152587891
G09_Y5_051_046,129.93608,-1.47105,0.55315,3.0,0.9700000286102295
